spectra,site,site_name,state,plot,species,height,age,height_age,measurement_type,measurement,sample_name,sample_year,sample_type,instrumentation,calibration,wavelengths,column_units,project,pi,affiliation
IDS25_LITU_T_LC_REFL,IDS,IDS,Maryland,IDS25,LITU,T,NA,T,LC,REFL,IDS25_LITU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_QURU_B_LC_REFL,IDS,IDS,Maryland,IDS25,QURU,B,NA,B,LC,REFL,IDS25_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_QURU_M_LC_REFL,IDS,IDS,Maryland,IDS25,QURU,M,NA,M,LC,REFL,IDS25_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_QURU_T_LC_REFL,IDS,IDS,Maryland,IDS25,QURU,T,NA,T,LC,REFL,IDS25_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_RHMA_B_LC_REFL,IDS,IDS,Maryland,IDS25,RHMA,B,NA,B,LC,REFL,IDS25_RHMA_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_TSCA_B2_LC_REFL,IDS,IDS,Maryland,IDS25,TSCA,B,2,B2,LC,REFL,IDS25_TSCA_B2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_TSCA_B3_LC_REFL,IDS,IDS,Maryland,IDS25,TSCA,B,3,B3,LC,REFL,IDS25_TSCA_B3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_TSCA_BN_LC_REFL,IDS,IDS,Maryland,IDS25,TSCA,B,N,BN,LC,REFL,IDS25_TSCA_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_TSCA_M2_LC_REFL,IDS,IDS,Maryland,IDS25,TSCA,M,2,M2,LC,REFL,IDS25_TSCA_M2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_TSCA_MN_LC_REFL,IDS,IDS,Maryland,IDS25,TSCA,M,N,MN,LC,REFL,IDS25_TSCA_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_TSCA_T2_LC_REFL,IDS,IDS,Maryland,IDS25,TSCA,T,2,T2,LC,REFL,IDS25_TSCA_T2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_TSCA_T3_LC_REFL,IDS,IDS,Maryland,IDS25,TSCA,T,3,T3,LC,REFL,IDS25_TSCA_T3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_TSCA_TN_LC_REFL,IDS,IDS,Maryland,IDS25,TSCA,T,N,TN,LC,REFL,IDS25_TSCA_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_ACRU_B_LC_REFL,IDS,IDS,Maryland,IDS34,ACRU,B,NA,B,LC,REFL,IDS34_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_ACRU_M_LC_REFL,IDS,IDS,Maryland,IDS34,ACRU,M,NA,M,LC,REFL,IDS34_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_ACRU_T_LC_REFL,IDS,IDS,Maryland,IDS34,ACRU,T,NA,T,LC,REFL,IDS34_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_ACSM_B_LC_REFL,IDS,IDS,Maryland,IDS34,ACSM,B,NA,B,LC,REFL,IDS34_ACSM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_BELE_B_LC_REFL,IDS,IDS,Maryland,IDS34,BELE,B,NA,B,LC,REFL,IDS34_BELE_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_BELE_M_LC_REFL,IDS,IDS,Maryland,IDS34,BELE,M,NA,M,LC,REFL,IDS34_BELE_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_BELE_T_LC_REFL,IDS,IDS,Maryland,IDS34,BELE,T,NA,T,LC,REFL,IDS34_BELE_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_HAVI_T_LC_REFL,IDS,IDS,Maryland,IDS34,HAVI,T,NA,T,LC,REFL,IDS34_HAVI_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_QURU_B_LC_REFL,IDS,IDS,Maryland,IDS34,QURU,B,NA,B,LC,REFL,IDS34_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_QURU_M_LC_REFL,IDS,IDS,Maryland,IDS34,QURU,M,NA,M,LC,REFL,IDS34_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_QURU_T_LC_REFL,IDS,IDS,Maryland,IDS34,QURU,T,NA,T,LC,REFL,IDS34_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_TIAM_B_LC_REFL,IDS,IDS,Maryland,IDS34,TIAM,B,NA,B,LC,REFL,IDS34_TIAM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_TIAM_M_LC_REFL,IDS,IDS,Maryland,IDS34,TIAM,M,NA,M,LC,REFL,IDS34_TIAM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS34_TIAM_T_LC_REFL,IDS,IDS,Maryland,IDS34,TIAM,T,NA,T,LC,REFL,IDS34_TIAM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_ACSM_B_LC_REFL,IDS,IDS,Maryland,IDS35,ACSM,B,NA,B,LC,REFL,IDS35_ACSM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_ACSM_M_LC_REFL,IDS,IDS,Maryland,IDS35,ACSM,M,NA,M,LC,REFL,IDS35_ACSM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_ACSM_T_LC_REFL,IDS,IDS,Maryland,IDS35,ACSM,T,NA,T,LC,REFL,IDS35_ACSM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_BELE_T_LC_REFL,IDS,IDS,Maryland,IDS35,BELE,T,NA,T,LC,REFL,IDS35_BELE_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_FAGR_B_LC_REFL,IDS,IDS,Maryland,IDS35,FAGR,B,NA,B,LC,REFL,IDS35_FAGR_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_FAGR_M_LC_REFL,IDS,IDS,Maryland,IDS35,FAGR,M,NA,M,LC,REFL,IDS35_FAGR_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_FAGR_T_LC_REFL,IDS,IDS,Maryland,IDS35,FAGR,T,NA,T,LC,REFL,IDS35_FAGR_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_QURU_M_LC_REFL,IDS,IDS,Maryland,IDS35,QURU,M,NA,M,LC,REFL,IDS35_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_QURU_T_LC_REFL,IDS,IDS,Maryland,IDS35,QURU,T,NA,T,LC,REFL,IDS35_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_B2_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,B,2,B2,LC,REFL,IDS35_TSCA_B2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_B3_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,B,3,B3,LC,REFL,IDS35_TSCA_B3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_BN_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,B,N,BN,LC,REFL,IDS35_TSCA_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_M2_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,M,2,M2,LC,REFL,IDS35_TSCA_M2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_M3_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,M,3,M3,LC,REFL,IDS35_TSCA_M3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_MN_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,M,N,MN,LC,REFL,IDS35_TSCA_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_T2_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,T,2,T2,LC,REFL,IDS35_TSCA_T2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_T3_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,T,3,T3,LC,REFL,IDS35_TSCA_T3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS35_TSCA_TN_LC_REFL,IDS,IDS,Maryland,IDS35,TSCA,T,N,TN,LC,REFL,IDS35_TSCA_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_ACSM_B_LC_REFL,IDS,IDS,Maryland,IDS36,ACSM,B,NA,B,LC,REFL,IDS36_ACSM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_ACSM_M_LC_REFL,IDS,IDS,Maryland,IDS36,ACSM,M,NA,M,LC,REFL,IDS36_ACSM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_ACSM_T_LC_REFL,IDS,IDS,Maryland,IDS36,ACSM,T,NA,T,LC,REFL,IDS36_ACSM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_BELE_B_LC_REFL,IDS,IDS,Maryland,IDS36,BELE,B,NA,B,LC,REFL,IDS36_BELE_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_BELE_M_LC_REFL,IDS,IDS,Maryland,IDS36,BELE,M,NA,M,LC,REFL,IDS36_BELE_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_FAGR_B_LC_REFL,IDS,IDS,Maryland,IDS36,FAGR,B,NA,B,LC,REFL,IDS36_FAGR_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_FAGR_M_LC_REFL,IDS,IDS,Maryland,IDS36,FAGR,M,NA,M,LC,REFL,IDS36_FAGR_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_FRAM_M_LC_REFL,IDS,IDS,Maryland,IDS36,FRAM,M,NA,M,LC,REFL,IDS36_FRAM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_FRAM_T_LC_REFL,IDS,IDS,Maryland,IDS36,FRAM,T,NA,T,LC,REFL,IDS36_FRAM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_MAAC_B_LC_REFL,IDS,IDS,Maryland,IDS36,MAAC,B,NA,B,LC,REFL,IDS36_MAAC_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_MAAC_M_LC_REFL,IDS,IDS,Maryland,IDS36,MAAC,M,NA,M,LC,REFL,IDS36_MAAC_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_MAAC_T_LC_REFL,IDS,IDS,Maryland,IDS36,MAAC,T,NA,T,LC,REFL,IDS36_MAAC_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_QURU_M_LC_REFL,IDS,IDS,Maryland,IDS36,QURU,M,NA,M,LC,REFL,IDS36_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_QURU_T_LC_REFL,IDS,IDS,Maryland,IDS36,QURU,T,NA,T,LC,REFL,IDS36_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_TIAM_B_LC_REFL,IDS,IDS,Maryland,IDS36,TIAM,B,NA,B,LC,REFL,IDS36_TIAM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_TIAM_M_LC_REFL,IDS,IDS,Maryland,IDS36,TIAM,M,NA,M,LC,REFL,IDS36_TIAM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS36_TIAM_T_LC_REFL,IDS,IDS,Maryland,IDS36,TIAM,T,NA,T,LC,REFL,IDS36_TIAM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_ACRU_B_LC_REFL,IDS,IDS,Maryland,IDS40,ACRU,B,NA,B,LC,REFL,IDS40_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_ACRU_M_LC_REFL,IDS,IDS,Maryland,IDS40,ACRU,M,NA,M,LC,REFL,IDS40_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_ACRU_T_LC_REFL,IDS,IDS,Maryland,IDS40,ACRU,T,NA,T,LC,REFL,IDS40_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_KALA_T_LC_REFL,IDS,IDS,Maryland,IDS40,KALA,T,NA,T,LC,REFL,IDS40_KALA_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_NYSY_B_LC_REFL,IDS,IDS,Maryland,IDS40,NYSY,B,NA,B,LC,REFL,IDS40_NYSY_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_NYSY_M_LC_REFL,IDS,IDS,Maryland,IDS40,NYSY,M,NA,M,LC,REFL,IDS40_NYSY_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_NYSY_T_LC_REFL,IDS,IDS,Maryland,IDS40,NYSY,T,NA,T,LC,REFL,IDS40_NYSY_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_QUPR_B_LC_REFL,IDS,IDS,Maryland,IDS40,QUPR,B,NA,B,LC,REFL,IDS40_QUPR_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_QUPR_M_LC_REFL,IDS,IDS,Maryland,IDS40,QUPR,M,NA,M,LC,REFL,IDS40_QUPR_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_QUPR_T_LC_REFL,IDS,IDS,Maryland,IDS40,QUPR,T,NA,T,LC,REFL,IDS40_QUPR_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_QURU_B_LC_REFL,IDS,IDS,Maryland,IDS40,QURU,B,NA,B,LC,REFL,IDS40_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_QURU_M_LC_REFL,IDS,IDS,Maryland,IDS40,QURU,M,NA,M,LC,REFL,IDS40_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_QURU_T_LC_REFL,IDS,IDS,Maryland,IDS40,QURU,T,NA,T,LC,REFL,IDS40_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_SAAL_B_LC_REFL,IDS,IDS,Maryland,IDS40,SAAL,B,NA,B,LC,REFL,IDS40_SAAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_SAAL_M_LC_REFL,IDS,IDS,Maryland,IDS40,SAAL,M,NA,M,LC,REFL,IDS40_SAAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS40_SAAL_T_LC_REFL,IDS,IDS,Maryland,IDS40,SAAL,T,NA,T,LC,REFL,IDS40_SAAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM01_ACSM_B_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM01,ACSM,B,NA,B,LC,REFL,KM01_ACSM_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM01_ACSM_M_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM01,ACSM,M,NA,M,LC,REFL,KM01_ACSM_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM01_ACSM_T_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM01,ACSM,T,NA,T,LC,REFL,KM01_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM02_FRNI_B_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM02,FRNI,B,NA,B,LC,REFL,KM02_FRNI_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM02_FRNI_M_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM02,FRNI,M,NA,M,LC,REFL,KM02_FRNI_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM02_FRNI_T_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM02,FRNI,T,NA,T,LC,REFL,KM02_FRNI_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM03_FRPE_M_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM03,FRPE,M,NA,M,LC,REFL,KM03_FRPE_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM03_FRPE_T_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM03,FRPE,T,NA,T,LC,REFL,KM03_FRPE_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM03_ULAM_T_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM03,ULAM,T,NA,T,LC,REFL,KM03_ULAM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM04_ACSN_B_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM04,ACSN,B,NA,B,LC,REFL,KM04_ACSN_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM04_ACSN_M_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM04,ACSN,M,NA,M,LC,REFL,KM04_ACSN_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM04_ACSN_T_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM04,ACSN,T,NA,T,LC,REFL,KM04_ACSN_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM05_ACRU_B_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM05,ACRU,B,NA,B,LC,REFL,KM05_ACRU_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM05_ACRU_M_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM05,ACRU,M,NA,M,LC,REFL,KM05_ACRU_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM05_ACRU_T_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM05,ACRU,T,NA,T,LC,REFL,KM05_ACRU_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
KM05_ACSM_B_LC_REFL,KM,Kettle Moraine State Forest,Wisconsin,KM05,ACSM,B,NA,B,LC,REFL,KM05_ACSM_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
